,index,Price,Year,Mileage,City,State,Vin,Make,Model
15938,362941,18777,2010,128843,El Paso, TX,3GTRKVE2XAG243837,GMC,Sierra
15939,631442,28900,2014,27548,Oakland, CA,JA32W5FV6EU017231,Mitsubishi,Lancer
15940,148359,5287,2002,172913,Denver, CO,1GNEK13Z72J294338,Chevrolet,Tahoe4dr
15941,598330,18995,2012,43907,El Paso, TX,WDDGF4HB6CA711961,Mercedes-Benz,C-ClassC250
15942,596455,14795,2013,66589,Atlanta, GA,WDDGF4HB5DR271766,Mercedes-Benz,C-ClassC250
15943,151752,28990,2014,41726,Quakertown, PA,1GCVKREC2EZ170774,Chevrolet,Silverado
15944,606713,14882,2012,82341,Austin, TX,WDDGF4HB4CR195780,Mercedes-Benz,C-ClassC250
15945,228287,14995,2015,40153,Hialeah, FL,1C3CDFBB1FD281637,Dodge,DartSXT
15946,246622,16955,2016,19489,Yuba City, CA,3FA6P0HD8GR307462,Ford,FusionSE
15947,111527,5995,2009,93939,Hampstead, MD,1G1AT58HX97219080,Chevrolet,Cobalt4dr
15948,484725,20000,2017,22929,Woodbury, NJ,1C4PJLAB6HW580909,Jeep,CherokeeSport
15949,322106,29556,2014,73067,Guthrie, OK,1FTFW1EF6EKD44200,Ford,F-1504WD
15950,330198,11990,2008,130903,Morristown, TN,2FMDK49C88BB32963,Ford,Edge4dr
15951,784371,17918,2015,115000,Corpus Christi, TX,2T3YFREV3FW142731,Toyota,RAV44X2
15952,500001,20991,2016,16979,Leesburg, VA,1C4PJMCS8GW242770,Jeep,Cherokee4WD
15953,516197,34912,2014,20481,East Hanover, NJ,1C4HJWEG2EL161156,Jeep,Wrangler
15954,649062,18940,2016,19772,Springfield, PA,1N4AL3AP8GC157766,Nissan,Altima2.5
15955,443086,17598,2014,20148,Chester, VA,5NPEC4AC0EH857510,Hyundai,SonataLimited
15956,695570,39359,2017,19555,Victorville, CA,JN8AY2NC0H9502921,Nissan,Armada4WD
15957,114468,8495,2010,130961,Burlington, NC,2CNALDEW3A6239580,Chevrolet,EquinoxFWD
15958,799826,28975,2016,25004,Rocky Mount, NC,3TMAZ5CN9GM008233,Toyota,Tacoma2WD
15959,360384,20900,2009,106805,Marietta, GA,1GKFK03289R212529,GMC,Yukon
15960,268350,13900,2013,50733,Lenoir, NC,1ZVBP8AM1D5261843,Ford,MustangCoupe
15961,237731,12986,2016,43892,Frederick, MD,ZFBCFXBT4GP406525,FIAT,500XFWD
15962,474084,28495,2014,43379,Hazelwood, MO,JN8CS1MW4EM412518,INFINITI,QX70V6
15963,805988,28230,2016,43350,Philadelphia, PA,JTEZU5JR0G5123151,Toyota,4RunnerRWD
15964,353719,23995,2014,12397,Merrillville, IN,2GKFLWEK9E6372034,GMC,TerrainAWD
15965,605171,21916,2011,48604,Fort Worth, TX,4JGCB6FE7BA126636,Mercedes-Benz,R-Class4MATIC
15966,532462,13156,2016,28385,Lexington, KY,KNDJP3A56G7374013,Kia,Soul+
15967,181478,48730,2015,44665,Buford, GA,1GNSKCKC2FR569195,Chevrolet,Tahoe4WD
15968,129854,13995,2011,87800,Burlington, NC,1GNKRGED7BJ107697,Chevrolet,TraverseFWD
15969,205850,11907,2011,91115,Knightdale, NC,2B3CL3CG2BH550850,Dodge,Charger4dr
15970,346017,38990,2008,75323,Lauderdale Lakes, FL,1FTXW43R78EE11618,Ford,Super
15971,694695,8000,2010,97743,Beavercreek, OH,JN8AZ2KR1AT158837,Nissan,cube5dr
15972,554782,23899,2015,15147,West Covina, CA,JTHBK1GG1F2167006,Lexus,ES
15973,338160,19990,2010,41259,Reno, NV,1FTLR4FE4APA36649,Ford,Ranger4WD
15974,396367,14995,2011,39355,Naugatuck, CT,1HGCP3F81BA010753,Honda,Accord
15975,597912,19000,2014,52509,MONTCLAIR, CA,WDDGF4HB6EG205076,Mercedes-Benz,C-ClassC250
15976,594803,27146,2015,18500,Hutto, TX,JM3TB3DAXF0459306,Mazda,CX-9Grand
15977,718468,16972,2011,91087,Nicholasville, KY,1D7RV1GPXBS704009,Ram,15004WD
15978,430947,12494,2017,30113,Vero Beach, FL,KMHD74LF8HU110847,Hyundai,Elantra4dr
15979,51530,36258,2012,35095,Minnetonka, MN,WBALZ5C59CDW99789,BMW,6
15980,330541,23256,2014,24966,Needham Heights, MA,1FMCU9J92EUE04531,Ford,EscapeTitanium
15981,84140,71994,2016,5088,Bowling Green, KY,1GYS4CKJXGR277873,Cadillac,Escalade4WD
15982,115817,14989,2015,28887,Phoenix, AZ,2G1FB1E36F9311906,Chevrolet,CamaroCoupe
15983,669178,19988,2016,25809,Clermont, FL,KNMAT2MT0GP605617,Nissan,RogueSV
15984,544603,15687,2016,21535,Ventura, CA,5XXGT4L34GG066126,Kia,OptimaLX
15985,446395,9995,2013,30816,Kingman, AZ,KMHCT4AEXDU559734,Hyundai,AccentGLS
15986,677600,23999,2017,2398,North Aurora, IL,1N4AL3AP0HC190472,Nissan,Altima2.5
15987,576044,27999,2015,24793,Lone Tree, CO,5LMTJ2AH5FUJ33406,Lincoln,MKCAWD
15988,782712,13900,2013,78398,Bartow, FL,4T3ZA3BB6DU065585,Toyota,"VenzaLE,"
15989,453853,9494,2010,99372,Fairfield, OH,KM8JUCAC0AU101659,Hyundai,TucsonAWD
15990,834691,18995,2017,17,El Paso, TX,3VWDB7AJ9HM203227,Volkswagen,Jetta1.4T
15991,844053,14895,2013,47041,Geenville, SC,1VWBH7A39DC123266,Volkswagen,Passat2.5L
15992,742720,27491,2016,14994,Englewood, CO,JF1VA1E62G9831789,Subaru,WRXManual
15993,716211,17877,2014,55391,Waldoboro, ME,3C6JR7DG7EG307329,Ram,"1500Tradesman,"
15994,106535,16334,2016,17446,Towanda, PA,KL7CJNSB0GB599502,Chevrolet,TraxAWD
15995,529286,15988,2016,47211,Reno, NV,5XXGT4L33GG004538,Kia,OptimaLX
15996,142438,11895,2002,126356,Tucson, AZ,1GCGK13U02F164507,Chevrolet,Silverado
15997,361438,18950,2010,112687,Columbus, OH,3GTRKVE35AG298740,GMC,Sierra
15998,570164,28988,2012,50519,Lynnwood, WA,JTJZB1BAXC2406726,Lexus,RX
15999,58138,13977,2014,42247,Fredericksburg, VA,KL4CJASB4EB689433,Buick,EncoreFWD
16000,586741,11990,2014,103904,San Diego, CA,JM1BM1W33E1155261,Mazda,Mazda3s
16001,778217,15480,2014,82555,Pacoima, CA,JTMWFREV0ED028933,Toyota,RAV44X2
16002,70058,23500,2015,15885,Stuart, FL,1G6AA1RXXF0115868,Cadillac,ATS
16003,198406,17998,2015,68045,Hemet, CA,2C4RC1CG0FR601498,Chrysler,Town
16004,562766,28788,2014,41320,San Antonio, TX,JTHBF1D2XE5016823,Lexus,IS
16005,95220,13985,2015,19670,Bridgeview, IL,1G1PC5SB9F7265235,Chevrolet,Cruze1LT
16006,297146,22500,2015,86830,Brandon, MS,1FM5K7D8XFGB29738,Ford,ExplorerXLT
16007,589084,15995,2015,50602,Athens, GA,JM3KE2CYXF0492060,Mazda,CX-5Touring
16008,171649,10977,2004,59144,Branson, MO,1GNCT18X64K116591,Chevrolet,Blazer2dr
16009,115244,12830,2016,48293,Spencer, IN,1G1PE5SB0G7117616,Chevrolet,Cruze
16010,525100,17477,2017,20282,New York, NY,5XXGT4L32HG124672,Kia,OptimaLX
16011,150530,21875,2015,25014,Hooksett, NH,1GNFLFEK4FZ142250,Chevrolet,EquinoxAWD
16012,787435,25000,2016,13069,Suitland, MD,5TFAX5GN3GX068034,Toyota,Tacoma2WD
16013,827474,17480,2017,12228,Southern Pines, NC,1VWDT7A30HC046137,Volkswagen,Passat1.8T
16014,203024,8995,2012,49683,Portland, OR,1C3CDWBA9CD532150,Dodge,Caliber4dr
16015,506725,16400,2015,38614,Woodbridge, VA,ZACCJBBH0FPB53467,Jeep,RenegadeLatitude
16016,585145,17445,2015,9862,TREVOSE, PA,3MZBM1M70FM203113,Mazda,Mazda3i
16017,183140,61985,2017,3893,King George, VA,1GC1KXEYXHF125070,Chevrolet,Silverado
16018,267233,20877,2017,9769,Temple Hills, MD,1FMCU0G95HUC88989,Ford,EscapeFWD
16019,457182,11498,2013,37715,Norwood, MA,5NPEB4AC3DH751411,Hyundai,Sonata4dr
16020,816494,25995,2011,113819,Southampton, NJ,5TDDY5G10BS043503,Toyota,Sequoia4WD
16021,832892,5690,2007,72253,Fredericksburg, VA,3VWEF71K17M079258,Volkswagen,Jetta
16022,53604,41985,2016,33078,Des Plaines, IL,WBA6F1C52GGT83301,BMW,6
16023,637963,14850,2015,28951,Roseville, CA,1N4AL3AP0FC216257,Nissan,Altima2.5
16024,686273,8999,2009,122167,Honolulu, HI,1N4AL21EX9N403488,Nissan,Altima4dr
16025,395409,16999,2014,32390,Montclair, CA,2HGFG4A54EH702950,Honda,Civic
16026,201997,16999,2007,72974,Phoenix, AZ,2C3LA73W47H825679,Chrysler,3004dr
16027,246399,17395,2017,26913,Dunn, NC,3FA6P0HD6HR131822,Ford,FusionSE
16028,242622,8799,2014,43913,Leavenworth, KS,3FADP4BJ5EM228158,Ford,FiestaSedan
16029,464948,21888,2012,61168,Norman, OK,KMHGH4JH3CU053674,Hyundai,Equus4dr
16030,15848,7841,2006,131805,Milwaukie, OR,WAUKF78E46A271000,Audi,A45dr
16031,350088,13424,2015,68282,Russellville, KY,2GKALMEKXF6157410,GMC,TerrainFWD
16032,711167,25000,2014,59068,Brooksville, FL,1C6RR7GT4ES147270,Ram,"1500SLT,"
16033,668426,19990,2016,31809,Savannah, TN,KNMAT2MT2GP594846,Nissan,RogueSV
16034,733996,23861,2017,3666,The Dalles, OR,4S3BNAD66H3019435,Subaru,Legacy2.5i
16035,555554,6500,2002,81055,Moyock, NC,JT8BD69S220161102,Lexus,GS
16036,266822,8999,2012,98453,Parker, CO,1FAHP3H26CL317277,Ford,Focus4dr
16037,177356,33447,2015,25447,Delano, CA,3GCPCREC8FG506192,Chevrolet,Silverado
16038,851779,32990,2014,26843,Maplewood, MN,YV4952CZ4E1684323,Volvo,XC90AWD
16039,597379,5988,2007,138933,San Diego, CA,WDBRF54H17A939521,Mercedes-Benz,C-Class4dr
16040,234247,10500,2005,158164,Fayetteville, NC,1D7HA18D75J641117,Dodge,Ram
16041,761551,9990,2009,66145,Milford, CT,4T1BE46K29U361869,Toyota,Camry4dr
16042,522757,14280,2015,7387,Bedford, OH,KNAGM4A71F5544618,Kia,OptimaLX
16043,464897,20654,2017,34869,Springfield, PA,5XYZTDLB8HG443828,Hyundai,Santa
16044,18022,25995,2012,38584,Daly City, CA,WA1LFAFP3CA042693,Audi,Q5quattro
16045,343932,28995,2011,64419,Idaho Falls, ID,1FTFW1EF7BKD44587,Ford,F-1504WD
16046,374617,27900,2012,87346,El Cajon, CA,1GKS2KE72CR138714,GMC,Yukon
16047,715301,27990,2013,68999,Aurora, CO,1C6RR7LT8DS635030,Ram,1500Big
16048,610536,32873,2015,16631,Nashville, TN,WDDPK4HA5FF096409,Mercedes-Benz,SLK-ClassSLK250
16049,647779,9955,2015,68502,Pittsburg, CA,3N1AB7AP0FY223563,Nissan,SentraS
16050,197120,22900,2013,33000,Little Rock, AR,2C3CCADG6DH727263,Chrysler,300John
16051,152505,27975,2014,55117,Minooka, IL,1GCVKREC4EZ149456,Chevrolet,Silverado
16052,792997,22941,2014,38074,Mars, PA,4T3BK3BB1EU107337,Toyota,"VenzaLimited,"
16053,215886,20749,2015,38759,Mc Allen, TX,2C3CDZAG1FH811641,Dodge,ChallengerSXT
16054,461128,14595,2011,71600,Louisville, KY,KMHGC4DE1BU130668,Hyundai,Genesis4dr
16055,100215,17974,2015,21603,Dinuba, CA,1G11D5SL3FF218588,Chevrolet,Malibu2LT
16056,25024,12995,2011,68190,Bethany, OK,WBAPH5G56BNM80800,BMW,3
16057,460986,22450,2014,32943,Keene, NH,5XYZUDLA4EG180866,Hyundai,Santa
16058,390365,15500,2014,39387,Renton, WA,1HGCR2F39EA275269,Honda,Accord
16059,441864,9000,2010,79734,Tacoma, WA,5NPET4AC1AH622673,Hyundai,Sonata4dr
16060,559124,25653,2015,49631,Tempe, AZ,JTHBF1D25F5050850,Lexus,IS
16061,176927,45991,2017,30509,Jacksonville, FL,1GNSCBKCXHR190732,Chevrolet,TahoeLT
16062,172056,32971,2014,35879,Bel Air, MD,1GCVKREC8EZ409048,Chevrolet,Silverado
16063,432109,12985,2017,20728,Creve Coeur, MO,5NPD74LF2HH112530,Hyundai,ElantraSE
16064,88498,13998,2016,2898,Oakfield, NY,1G1BE5SM6G7286504,Chevrolet,CruzeLT
16065,345026,56599,2016,14987,Longmont, CO,1FT8W3BT1GEA81842,Ford,Super
16066,683536,23590,2014,52055,Littleton, CO,5N1AR2MM6EC667790,Nissan,PathfinderSL
16067,600017,24999,2014,29220,N. Miami Beach, FL,WDCGG5HB9EG186823,Mercedes-Benz,GLK-ClassGLK350
16068,619214,44890,2015,32917,PENSACOLA, FL,4JGDA5HB6FA530165,Mercedes-Benz,M-ClassML350
16069,307434,24997,2015,76961,Nashua, NH,1FM5K8D84FGB70257,Ford,ExplorerXLT
16070,255016,18000,2017,40474,Ferriday, LA,3FA6P0K90HR146451,Ford,FusionTitanium
16071,322371,32888,2015,27516,Milwaukie, OR,1FTEW1E80FFB03272,Ford,F-1504WD
16072,33352,30690,2017,6288,Camarillo, CA,WBA8E1G54HNU14910,BMW,3
16073,152593,31695,2015,30702,Albany, NY,1GCVKREC0FZ229807,Chevrolet,Silverado
16074,134078,27999,2017,12031,Memphis, TN,2G1145S35H9124921,Chevrolet,ImpalaPremier
16075,33412,6500,2004,134730,Fremont, CA,WBANA73594B061602,BMW,5
16076,148799,25700,2014,72818,Indianapolis, IN,3GCUKREC5EG226878,Chevrolet,Silverado
16077,646315,16686,2015,26924,Sacramento, CA,1N4AL3AP0FC145514,Nissan,Altima2.5
16078,267938,21881,2016,15516,Fayetteville, NC,1FMCU0JX7GUA51930,Ford,EscapeFWD
16079,845972,3777,2008,164541,McMinnville, OR,3VWRM81K88M036003,Volkswagen,Jetta
16080,407617,21580,2015,26596,Anderson, SC,5J6RM4H56FL029653,Honda,CR-VEX
16081,699522,18490,2009,73373,Miamisburg, OH,6G2EC57Y99L200013,Pontiac,G84dr
16082,192224,13999,2014,66653,Puyallup, WA,1C3CCBCG8EN135721,Chrysler,200Sedan
16083,483947,17698,2014,19430,Woburn, MA,1C4NJDEB1ED886432,Jeep,CompassLatitude
16084,159106,31256,2014,60271,Crossville, TN,1GCVKSEC9EZ344346,Chevrolet,Silverado
16085,55538,50995,2015,27855,Irvine, CA,WBAYE8C58FD782380,BMW,7
16086,175495,47000,2014,32053,Cornelius, NC,1GC1KXC85EF165104,Chevrolet,Silverado
16087,351969,21999,2016,18463,ROCHESTER, NY,2GKFLTEK7G6256784,GMC,TerrainAWD
16088,545518,6990,2007,114312,Williston, VT,KNAFG526177078631,Kia,Rondo4dr
16089,369814,41500,2016,12137,Grapevine, TX,3GTU2NEC3GG113636,GMC,Sierra
16090,175145,38502,2015,61048,Greensboro, NC,1GNSCJKCXFR583380,Chevrolet,Suburban2WD
16091,765870,16795,2014,40525,Vallejo, CA,4T1BF1FK4EU791117,Toyota,CamrySE
16092,410356,15773,2012,87426,Newton, NJ,5J6RM4H55CL000902,Honda,CR-VEX
16093,742486,28694,2015,24506,Salt Lake City, UT,4S4BSENC9F3286047,Subaru,Outback3.6R
16094,262063,9997,2012,77000,Sacramento, CA,1FMCU0D79CKB42425,Ford,EscapeFWD
16095,35549,21799,2013,48590,O'Fallon, MO,WBAUC9C56DVY60110,BMW,1
16096,97115,12995,2014,58992,Raynham, MA,2GNALAEK3E6180964,Chevrolet,EquinoxFWD
16097,48710,38488,2014,28000,Mt. Juliet, TN,WBAKP9C51EDZ35234,BMW,5
16098,51912,36800,2014,25692,Golden Valley, MN,WBA3V9C54EPR69449,BMW,4
16099,244496,10866,2016,24528,Cumming, GA,3FADP4EJ8GM174840,Ford,FiestaHatchback
16100,536286,9495,2014,67780,Marietta, GA,KNDJP3A54E7033187,Kia,SoulAutomatic
16101,464614,13000,2011,108831,Lynnwood, WA,KMHGC4DF9BU125856,Hyundai,Genesis4dr
16102,578935,4990,2006,141826,Sterling, VA,1LNHM81V26Y612321,Lincoln,Town
16103,498450,16900,2016,33570,Hickory, NC,1C4PJLAB2GW160496,Jeep,CherokeeFWD
16104,90981,14532,2015,30693,Pikeville, KY,1G11D5SL3FF260131,Chevrolet,Malibu2LT
16105,535505,13990,2014,55290,Augusta, GA,5XYKT3A64EG506484,Kia,SorentoLX
16106,341232,38995,2016,20037,Brattleboro, VT,1FTEW1EF4GFA88646,Ford,F-1504WD
16107,283216,14865,2015,43978,Brunswick, ME,NM0AS8F77F1203548,Ford,Transit
16108,43734,34900,2017,12429,Los Angeles, CA,5UXWZ7C31H0V91495,BMW,X3sDrive28i
16109,361130,30997,2016,16237,Fond du Lac, WI,1GTV2LEC3GZ233896,GMC,Sierra
16110,315718,4850,1997,127885,Longmont, CO,1FTCR15X6VTA08799,Ford,Ranger4WD
16111,656047,9998,2014,100208,Lake Elsinore, CA,3N1AB7AP7EY308771,Nissan,SentraSR
16112,472781,18799,2013,61484,Alpharetta, GA,JN1BY1AR5DM601040,INFINITI,M37M37x
16113,354083,13998,2012,64420,Brewster, NY,1GKKRNED0CJ185564,GMC,AcadiaFWD
16114,652047,17297,2014,22503,Lakewood, CO,1N4AL3AP6EC187801,Nissan,Altima2.5
16115,677602,15698,2014,18208,Florence, KY,JN8AF5MV0ET358487,Nissan,JUKESL
16116,93826,16025,2017,19715,Victorville, CA,1G1BE5SM9H7203780,Chevrolet,CruzeSedan
16117,650273,14999,2015,33735,Des Moines, IA,3N1AB7AP4FY255478,Nissan,SentraSV
16118,516163,31986,2015,28019,Blair, NE,1C4RJFAG3FC776522,Jeep,Grand
16119,732308,15675,2013,51040,Radcliff, KY,JF2GPACC6D1803662,Subaru,XV
16120,717796,15499,2012,95300,Van Buren, AR,1C6RD6GP4CS189186,Ram,15002WD
16121,349849,42900,2017,1053,Hickory, NC,KMHGN4JE3HU176008,Genesis,G803.8L
16122,745796,49995,2013,11890,Honolulu, HI,5YJSA1CG9DFP16973,Tesla,Model
16123,703995,153900,2017,1281,Fairlawn, NJ,WP0AB2A96HS124796,Porsche,911Carrera
16124,25368,10990,2009,80627,Dallas, TX,WBAPH77569NL84252,BMW,3
16125,101630,18995,2016,19800,Charlotte, NC,1G1ZE5ST0GF337846,Chevrolet,MalibuLT
16126,382883,11490,2012,42059,Nashville, TN,19XFB2F52CE108330,Honda,Civic
16127,805857,28900,2014,41047,Lynn, MA,5TDDK3DC6ES074528,Toyota,"SiennaXLE,"
16128,19271,22999,2013,88093,Sarasota, FL,WAURGAFD8DN003835,Audi,A8
16129,234385,36500,2017,20128,Westerly, RI,1C4SDJCT6HC797244,Dodge,DurangoR/T
16130,585960,4498,2008,106070,Elmhurst, IL,1YVHP80C685M48971,Mazda,MAZDA64dr
16131,389303,17888,2014,43296,Clarksville, MD,19XFB2F85EE272359,Honda,Civic
16132,257964,8500,2011,60396,Pompano Beach, FL,1FAHP3GNXBW135784,Ford,Focus4dr
16133,528868,14999,2015,46317,Inglewood, CA,KNAGM4A71F5635663,Kia,OptimaLX
16134,426421,32480,2016,31318,Philadelphia, PA,5FNYF5H52GB020356,Honda,Pilot2WD
16135,728867,5490,2009,58505,Daphne, AL,WMEEK31X99K286513,smart,fortwo2dr
16136,761692,14982,2014,52598,Wichita, KS,4T4BF1FK4ER393833,Toyota,CamryL
16137,365479,34987,2016,19686,Lima, OH,3GTU2MEC5GG359162,GMC,Sierra
16138,299301,15995,2014,28870,Weslaco, TX,1FADP3K24EL157703,Ford,FocusHatchback
16139,662259,16267,2014,33963,St Louis, MO,5N1AT2MTXEC869265,Nissan,RogueS
16140,590868,15950,2015,32134,Fredericksburg, VA,JM1CW2CL5F0189170,Mazda,Mazda5Touring
16141,278007,22590,2016,9207,Lakewood, CO,1FA6P8TH7G5242342,Ford,MustangFastback
16142,252253,16325,2014,30034,Brevard, NC,1FA6P0H71E5401418,Ford,FusionSE
16143,496144,4995,2005,142560,Ridgewood, NY,1J4HR48N55C515513,Jeep,Grand
16144,260702,14750,2014,31427,Rockford, IL,1FADP3J26EL106799,Ford,FocusSedan
16145,102214,10499,2013,100000,San Jose, CA,1G11E5SA0DF240136,Chevrolet,Malibu2LT
16146,717806,39869,2016,18926,Dickson, TN,1C6RR7YTXGS336782,Ram,"1500Rebel,"
16147,127579,19578,2013,39606,Crystal Lake, IL,2G1FC1E32D9133602,Chevrolet,CamaroCoupe
16148,277739,8500,2008,114336,Chesapeake, VA,1FMEU73E48UA62429,Ford,Explorer4WD
16149,824900,8412,2014,73467,Norwood, MA,1VWAP7A39EC024219,Volkswagen,Passat4dr
16150,617674,43789,2015,17707,Torrance, CA,WDZPE8CC4FP109016,Mercedes-Benz,Sprinter
16151,709787,24999,2014,46701,Harrisburg, PA,1C6RR7ST3ES138762,Ram,"1500Tradesman,"
16152,55748,55991,2017,483,Mount Kisco, NY,5UXKR0C57H0U55623,BMW,X5xDrive35i
16153,462756,27997,2015,33602,Bellevue, NE,KM8SRDHF3FU112495,Hyundai,Santa
16154,157910,33775,2016,25911,Mobile, AL,1G1FH1R7XG0191311,Chevrolet,CamaroCoupe
16155,652394,12495,2014,54958,Chico, CA,3N1AB7AP3EY208733,Nissan,SentraSV
16156,800462,23500,2016,18895,Scottsdale, AZ,JTDKARFU9G3516371,Toyota,PriusFour
16157,524765,17000,2017,13254,Elk River, MN,5XXGT4L30HG147917,Kia,OptimaLX
16158,574568,19783,2015,68773,North Little Rock, AR,5LMCJ1A97FUJ16061,Lincoln,MKCFWD
16159,783778,9119,2009,115430,Alton, IL,5TDZK23C99S277551,Toyota,Sienna5dr
16160,447766,19991,2015,42095,Houston, TX,KMHEC4A41FA129885,Hyundai,Sonata
16161,748031,13688,2016,30905,Friendswood, TX,5YFBURHE3GP502017,Toyota,CorollaLE
16162,552922,61998,2013,34668,Playa Vista, CA,SALGS2EF9DA123662,Land,Rover
16163,637435,15900,2015,11295,Bentonville, AR,1N4AL3AP0FC446137,Nissan,Altima2.5
16164,610219,29999,2015,45000,San Diego, CA,WDDHF5KB0FB129937,Mercedes-Benz,E-ClassE350
16165,521730,14991,2017,5681,North Aurora, IL,3KPFK4A73HE068464,Kia,ForteLX
16166,557724,23230,2014,36351,Buford, GA,JTHBF1D23E5014539,Lexus,IS
16167,134388,13095,2006,86495,Phoenix, AZ,2G1WD58C769398955,Chevrolet,Impala4dr
16168,483013,14588,2014,38081,Spring, TX,1C4NJCBAXED789042,Jeep,CompassSport
16169,543496,19987,2016,36014,Alcoa, TN,KNDMB5C19G6148331,Kia,SedonaLX
16170,652403,8999,2012,70065,Ontario, CA,3N1AB6AP4CL678774,Nissan,Sentra4dr
16171,282753,20207,2014,63779,Overland Park, KS,2FMDK4KC0EBA54944,Ford,EdgeLimited
16172,672648,16750,2013,41188,Orland Park, IL,5N1AN0NU2DN823051,Nissan,XterraX
16173,731490,18500,2015,15786,Louisville, KY,4S3BNAA67F3004749,Subaru,Legacy2.5i
16174,434357,13500,2016,41090,Richmond, VA,5NPE24AF5GH353888,Hyundai,Sonata2.4L
16175,554246,11419,2008,93468,Cerritos, CA,JTHBJ46G182219310,Lexus,ES
16176,26695,20999,2016,36806,West Park, FL,WBA8E9G5XGNT83112,BMW,3
16177,480167,55999,2016,2075,West Palm Beach, FL,SAJWA1C75G8V98685,Jaguar,XJR-Sport
16178,292408,3899,2006,156443,El Mirage, AZ,1FMZK01156GA18031,Ford,Freestyle4dr
16179,252458,11769,2014,47641,San Diego, CA,1FADP3K29EL317090,Ford,FocusHatchback
16180,224864,26790,2015,13240,Americus, GA,2C3CDXCT8FH871849,Dodge,ChargerRT
16181,811336,31822,2016,42928,Enid, OK,5TDBY5G10GS129960,Toyota,Sequoia4X4
16182,429409,11995,2006,139842,Gaston, SC,5GTDN136468191630,HUMMER,H34dr
16183,65092,24491,2014,40687,Holiday, FL,5GAKRBKDXEJ180813,Buick,EnclaveLeather
16184,2209,19990,2014,35992,Daytona, FL,19UUA8F58EA006373,Acura,TL2WD
16185,386189,17500,2015,44111,Santa Rosa, CA,19XFB2F92FE239135,Honda,Civic
16186,358405,17995,2011,94784,Douglasville, GA,1GKKRTED4BJ329619,GMC,AcadiaFWD
16187,176395,45250,2015,19531,Ballwin, MO,1GNSCBKC8FR731080,Chevrolet,Tahoe2WD
16188,313012,23984,2011,78477,Henderson, NV,1FTFW1ET5BFB24458,Ford,F-1504WD
16189,55274,47590,2016,33179,Great Neck, NY,WBA6D2C57GGT65615,BMW,6
16190,12426,21995,2014,34029,Oneonta, NY,WAUBFAFL6EN040251,Audi,A42.0T
16191,801051,31250,2016,15141,Buford, GA,3TMAZ5CN8GM023922,Toyota,Tacoma2WD
16192,578899,33500,2017,13137,Chantilly, VA,3LN6L5E9XHR605527,Lincoln,MKZReserve
16193,42100,25994,2014,86350,Carrollton, TX,WBAXA5C59ED690604,BMW,5
16194,433611,10499,2014,43624,Montebello, CA,5NPEB4AC5EH922094,Hyundai,SonataGLS
16195,601378,27000,2015,38876,Tigard, OR,WDCGG5HB6FG427383,Mercedes-Benz,GLK-ClassGLK350
16196,250088,8999,2012,30551,Golden, CO,3FADP4EJ7CM218935,Ford,Fiesta5dr
16197,35544,19995,2011,66500,Seattle, WA,5UXWX5C57BL712869,BMW,X3AWD
16198,656097,16672,2016,21312,Scottsdale, AZ,KNMAT2MT0GP593033,Nissan,RogueSV
16199,470116,14995,2010,81246,Arlington, VA,JN1AJ0HR6AM756692,INFINITI,EX35AWD
16200,814207,27800,2014,20395,Houston, TX,5TDXK3DC7ES496613,Toyota,"SiennaSE,"
16201,623269,17295,2010,109587,Spartanburg, SC,4M2EN4JE6AUJ02691,Mercury,MountaineerAWD
16202,789780,14444,2015,45647,Woodbridge, VA,4T1BF1FK2FU970371,Toyota,CamrySE
16203,559596,9987,2005,136167,Sacremento, CA,JTHBA30G155086884,Lexus,ES
16204,59638,21633,2016,17827,Gaithersburg, MD,KL4CJHSB9GB551883,Buick,EncorePremium
16205,426120,22699,2016,29879,Birmingham, AL,2HKRM3H57GH510663,Honda,CR-VEX
16206,109409,19977,2016,33011,Branson, MO,2GNALCEK4G6110355,Chevrolet,EquinoxFWD
16207,247585,8900,2013,49691,Owings Mills, MD,1FADP3E2XDL369872,Ford,FocusSedan
16208,590605,20087,2015,35985,Denver, CO,JM3KE2DY5F0476332,Mazda,CX-5Grand
16209,241716,10500,2014,31468,Portsmouth, NH,1FADP3K27EL262008,Ford,FocusHatchback
16210,116516,11190,2012,61967,Walla Walla, WA,2G1WG5E3XC1100789,Chevrolet,ImpalaLT
16211,654428,22988,2017,3911,Lauderdale Lakes, FL,1N4AA6AP7HC378848,Nissan,MaximaSV
16212,727367,16916,2015,16589,Batavia, NY,JTKJF5C76FJ009760,Scion,tCAutomatic
16213,699545,11865,2006,24605,Salisbury, NC,1G2MB35B16Y115924,Pontiac,Solstice2dr
16214,740248,29417,2017,1982,Danvers, MA,JF2SJAWC1HH806327,Subaru,Forester2.5i
16215,474337,34795,2015,13805,Sherman Oaks, CA,JN1BY1ARXFM562366,INFINITI,Q70V6
16216,21609,30399,2014,33673,N. Miami Beach, FL,WAUJFAFH9EN012578,Audi,A52.0T
16217,404253,24595,2015,20888,Tuscaloosa, AL,1HGCR3F85FA026776,Honda,Accord
16218,395231,14998,2015,67618,Abilene, TX,1HGCR2F50FA066859,Honda,Accord
16219,515282,31980,2013,36097,Hartsville, SC,1C4HJWFG0DL513101,Jeep,Wrangler
16220,229092,21999,2012,61165,Salisbury, MD,1C4SDJCT2CC205315,Dodge,DurangoAWD
